id;drive;OT or glance duration;steering amplitude;lane crossing;total search time;TLC at the beginning of occlusion;OT mean
P06;9;1.820778;4.95144;0;75.8886670333333;5.1; 
P06;9;.713268999999997;9.45972;0;75.8886670333333;3; 
P06;9;1.72833600000001;2.41704;0;75.8886670333333;6.9; 
P06;9;1.422287;5.68728;0;75.8886670333333;3.1; 
P06;9;3.041054;.96696;0;75.8886670333333;7; 
P06;9;.410109999999996;5.508;0;75.8886670333333;4; 
P06;9;2.333885;2.47572;0;75.8886670333333;10; 
P06;9;1.920205;.90828;0;75.8886670333333;8.5; 
P06;9;2.335193;.90792;0;75.8886670333333;7; 
P06;9;3.135609;1.33308;0;75.8886670333333;32.8; 
P06;9;2.844139;1.25964;0;75.8886670333333;8.1; 
P06;9;3.549251;.98172;0;75.8886670333333;9.1; 
P06;9;3.453903;.48348;0;75.8886670333333;8.2; 
P06;9;4.048996;.30744;0;75.8886670333333;9.9; 
P06;9;1.117653;2.95884;0;75.8886670333333;5.2; 
P06;9;2.33712;.17568;0;75.8886670333333;6.1; 
P06;9;4.16778599999999;1.15704;0;75.8886670333333;7.8; 
P06;9;4.154747;.48348;0;75.8886670333333;18.2; 
P06;9;2.228371;1.4976;0;75.8886670333333;5.2; 
P06;9;2.125793;1.33308;0;75.8886670333333;10.9; 
P06;9;.505996999999994;5.68368;0;75.8886670333333;4; 
P06;9;1.52561899999999;2.47572;0;75.8886670333333;5.9; 
P06;9;1.82128900000001;.5418;0;75.8886670333333;11.6; 
P06;9;1.311904;2.00664;0;75.8886670333333;5.4; 
P06;9;1.82699599999999;.65916;0;75.8886670333333;4.6; 
P06;9;.508735999999999;3.32532;0;75.8886670333333;5.4; 
P06;9;.506454000000005;2.6514;0;75.8886670333333;5; 
P06;9;1.929008;.90828;0;75.8886670333333;10.6; 
P06;9;1.61967399999999;.23436;0;75.8886670333333;15.4; 
P06;9;1.42184399999999;.8496;0;75.8886670333333;6.3; 
P06;9;2.74685699999999;1.56744;0;75.8886670333333;10.1; 
P06;9;2.132873;2.24136;0;75.8886670333333;6.2; 
P06;9;2.53744500000001;.71784;0;75.8886670333333;9.6; 
P06;9;3.04520500000001;.9666;0;75.8886670333333;6.7; 
P06;9;1.72762999999999;1.39176;0;75.8886670333333;11.7; 
P06;9;2.942802;.36612;0;75.8886670333333;14.2; 
P06;9;3.85935899999998;1.39176;0;75.8886670333333;7.5; 
P06;9;3.44988999999998;1.02528;0;75.8886670333333;6.5; 
P06;9;1.21180699999999;3.14928;0;75.8886670333333;5.4; 
P06;9;2.03237899999999;2.6514;0;75.8886670333333;4.9; 
P06;9;1.11479200000002;4.76424;0;75.8886670333333;3.6; 
P06;9;2.234162;.36612;0;75.8886670333333;6.9; 
P06;9;.612076000000002;3.14964;0;75.8886670333333;5.6; 
P06;9;.812545;5.03172;0;75.8886670333333;3.9; 
P06;9;2.02525299999999;.71784;0;75.8886670333333;9.3; 
P06;9;1.92379800000001;3.20796;0;75.8886670333333;5.5; 
P06;9;2.326065;1.56744;0;75.8886670333333;7.2; 
